column00,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude,year,totalIncidentsPerType,totalIncidentsperneigh
127,F130089776,131,Passenger vehicle fire,"E CARSON ST & S 26TH ST, PITTSBURGH PA 15203",12/17/13 7:22,0,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42744338,-79.96840064,2013,119,26
128,F130089898,118,"Trash or rubbish fire, contained","600 BLOCK PRESSLEY ST, PITTSBURGH PA 15212",12/17/13 16:19,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,20-Jan,40.45221085,-79.99867635,2013,54,13
129,F130089950,100,"Fire, Other","1000 BLOCK HIGHMONT RD, PITTSBURGH PA 15217",12/17/13 20:09,1,231EN18,1402,Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,40.45161898,-79.92221621,2013,16,22
130,F130090100,100,"Fire, Other","PINERIDGE ST & HERMITAGE ST, PITTSBURGH PA 15208",12/18/13 14:06,1,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,17-Mar,40.45899067,-79.88988976,2013,16,21
131,F170044409,160,"Special outside fire, Other","400 BLOCK GLENWOOD BRG, PITTSBURGH PA 15207",6/3/17 11:42,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40273605,-79.93775715,2017,26,27
132,F180029295,113,"Cooking fire, confined to container","2400 BLOCK SARAH ST, PITTSBURGH PA 15203",4/8/18 10:43,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42722254,-79.97140725,2018,129,24
133,F180029630,111,Building fire,"3100 BLOCK LANDIS ST, PITTSBURGH PA 15204",4/9/18 16:30,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45647359,-80.05559692,2018,135,11
134,F180028685,143,Grass fire,"2500 BLOCK OHIO RIVER BLVD, PITTSBURGH PA 15212",4/5/18 22:04,0,231EN35,2715,Marshall-Shadeland,1,27,42003980900,1,27,1,14-Jan,40.46710313,-80.03517029,2018,6,7
135,F180028658,142,Brush or brush-and-grass mixture fire,"00 BLOCK BRUNOT ISLAND, PITTSBURGH PA 15212",4/5/18 19:43,0,231EN35,2704,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45796651,-80.0492522,2018,25,11
136,F130022633,111,Building fire,"800 BLOCK PERALTA ST, PITTSBURGH PA 15212",4/4/13 3:43,3,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,5-Jan,40.4553973,-79.9972198,2013,167,13
137,F130022694,111,Building fire,"300 BLOCK MECHANIC ST, PITTSBURGH PA 15218",4/4/13 9:47,1,231EN19,1411,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,40.42258212,-79.89843391,2013,167,1
139,F130090213,112,Fires in structure other than in a building,"7000 BLOCK UPLAND ST, PITTSBURGH PA 15208",12/18/13 23:52,1,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.46308972,-79.89927295,2013,25,21
140,F130090375,112,Fires in structure other than in a building,"LYON ST & ANAHEIM ST, PITTSBURGH PA 15219",12/19/13 14:24,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,22-Feb,40.45200946,-79.96061435,2013,25,8
141,F130090516,118,"Trash or rubbish fire, contained","2800 BLOCK BANKSVILLE RD, PITTSBURGH PA 15216",12/20/13 7:03,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.40491494,-80.04014547,2013,54,5
142,F180029408,118,"Trash or rubbish fire, contained","5800 BLOCK CENTRE AVE, PITTSBURGH PA 15206",4/8/18 20:34,1,231EN08,705,Shadyside,8,7,42003070500,2,7,4,11-Mar,40.45762754,-79.93146655,2018,26,13
143,F130090596,140,"Natural vegetation fire, Other","2200 BLOCK SPRING GARDEN AVE, PITTSBURGH PA 15212",12/20/13 13:04,0,231EN38,2412,Spring Garden,1,26,42003241200,1,26,1,11-Jan,40.47070153,-79.98666144,2013,20,5
144,F130090630,113,"Cooking fire, confined to container","1600 BLOCK CENTRE AVE, PITTSBURGH PA 15219",12/20/13 15:32,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44140381,-79.98496036,2013,240,24
145,F130090763,131,Passenger vehicle fire,"5300 BLOCK KINCAID ST, PITTSBURGH PA 15224",12/21/13 2:50,0,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46654046,-79.93801052,2013,119,11
146,F130090783,113,"Cooking fire, confined to container","1100 BLOCK BUENTE ST, PITTSBURGH PA 15212",12/21/13 6:53,1,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,40.46661658,-79.99554483,2013,240,18
147,F130090927,113,"Cooking fire, confined to container","700 BLOCK MERCER ST, PITTSBURGH PA 15219",12/21/13 17:33,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44442876,-79.98729152,2013,240,24
148,F130091177,131,Passenger vehicle fire,"2400 BLOCK JOSEPHINE ST, PITTSBURGH PA 15203",12/22/13 13:21,0,231EN24,1608,South Side Slopes,3,16,42003160800,4,16,3,24-Apr,40.42432645,-79.97190605,2013,119,14
150,F130091316,130,"Mobile property (vehicle) fire, Other","900 BLOCK BERKSHIRE AVE, PITTSBURGH PA 15226",12/23/13 3:19,1,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.39223216,-80.01991666,2013,18,24
151,F130091384,118,"Trash or rubbish fire, contained","100 BLOCK 5TH AVE, PITTSBURGH PA 15222",12/23/13 10:52,1,231EN03,201,Central Business District,6,1,42003020100,6,1,2,3-Jan,40.44140616,-80.00287326,2013,54,31
152,F130091484,111,Building fire,"1600 BLOCK LOWRIE ST, PITTSBURGH PA 15212",12/23/13 19:23,1,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46274332,-79.98355886,2013,167,6
153,F130091577,113,"Cooking fire, confined to container","100 BLOCK LACLEDE ST, PITTSBURGH PA 15211",12/24/13 8:10,1,231EN27,1807,Mount Washington,3,18,42003180700,5,18,3,5-Apr,40.42303766,-80.00307666,2013,240,21
154,F130091653,113,"Cooking fire, confined to container","500 BLOCK OAK LYNN CT, PITTSBURGH PA 15220",12/24/13 14:02,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.41598923,-80.0351918,2013,240,5
156,F130091691,113,"Cooking fire, confined to container","100 BLOCK RUTH ST, PITTSBURGH PA 15201",12/24/13 17:05,1,231EN27,1807,Mount Washington,2,19,42003191500,5,19,3,5-Apr,40.42378292,-80.00522858,2013,240,21
157,F130091735,113,"Cooking fire, confined to container","3200 BLOCK NIAGARA ST, PITTSBURGH PA 15213",12/24/13 21:57,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43389154,-79.96037784,2013,240,14
158,F130091931,111,Building fire,"5200 BLOCK DYKE ST, PITTSBURGH PA 15207",12/25/13 21:49,1,23138415,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40555388,-79.94357404,2013,167,32
159,F130092131,113,"Cooking fire, confined to container","600 BLOCK PENN AVE, PITTSBURGH PA 15219",12/26/13 18:01,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44258495,-80.00178951,2013,240,31
160,F130092183,150,"Outside rubbish fire, Other","FORBES AVE & S BRADDOCK AVE, PITTSBURGH PA 15218",12/27/13 1:54,0,231EN16,1410,Regent Square,9,14,42003141000,3,14,4,14-Mar,40.43966128,-79.89764187,2013,65,3
161,F130092198,112,Fires in structure other than in a building,"7200 BLOCK EVERTON ST, PITTSBURGH PA 15206",12/27/13 5:15,1,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.46283523,-79.89219954,2013,25,12
162,F130092393,100,"Fire, Other","3300 BLOCK FLEMING AVE, PITTSBURGH PA 15212",12/28/13 2:44,0,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.47542171,-80.03740953,2013,16,16
163,F170044436,113,"Cooking fire, confined to container","7400 BLOCK MONTICELLO ST, PITTSBURGH PA 15208",6/3/17 13:26,1,231EN17,1301,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45831363,-79.89101264,2017,213,20
164,F130092530,117,"Commercial Compactor fire, confined to rubbish","800 BLOCK WESTERN AVE, PITTSBURGH PA 15233",12/28/13 16:54,1,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45245427,-80.01406062,2013,4,3
165,F130092542,113,"Cooking fire, confined to container","00 BLOCK BAYARD RD, PITTSBURGH PA 15213",12/28/13 17:52,1,231EN08,709,Shadyside,8,7,42003070900,2,7,4,22-Mar,40.45297698,-79.94256353,2013,240,25
166,F130092545,150,"Outside rubbish fire, Other","S CANAL ST & WARFIELD ST, PITTSBURGH PA 15212",12/28/13 18:03,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,20-Jan,40.45243745,-79.99521253,2013,65,14
167,F130092559,113,"Cooking fire, confined to container","400 BLOCK ECKSTEIN PL, PITTSBURGH PA 15213",12/28/13 19:42,1,231EN10,510,Terrace Village,6,5,42003051000,3,5,2,10-Feb,40.44239989,-79.96846137,2013,240,13
168,F130092974,100,"Fire, Other","3300 BLOCK RIDGEWAY ST, PITTSBURGH PA 15219",12/30/13 19:51,1,231EN10,605,Upper Hill,6,5,42003050600,3,5,2,24-Feb,40.45519168,-79.96591191,2013,16,8
169,F130093012,113,"Cooking fire, confined to container","2100 BLOCK CENTRE AVE, PITTSBURGH PA 15219",12/30/13 23:59,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44439518,-79.9789234,2013,240,15
170,F130093230,118,"Trash or rubbish fire, contained","3700 BLOCK BUTLER ST, PITTSBURGH PA 15201",12/31/13 23:58,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-Mar,40.46620401,-79.96440072,2013,54,7
171,F140080249,111,Building fire,"00 BLOCK MINOOKA ST, PITTSBURGH PA 15210",11/8/14 5:15,2,231EN23,2901,Carrick,4,29,42003290200,4,29,3,12-Apr,40.40455498,-79.99045323,2014,188,38
172,F150017862,111,Building fire,"500 BLOCK LINCOLN AVE, PITTSBURGH PA 15206",3/5/15 15:41,1,231EN08,1204,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46100933,-79.90974797,2015,230,20
173,F140000017,150,"Outside rubbish fire, Other","7TH BLOCK AVE & LIBERTY AVE, PITTSBURGH PA 15222",1/1/14 1:01,0,231EN32,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44305798,-79.99748443,2014,63,32
174,F140000050,131,Passenger vehicle fire,"CHALFONT ST & BERND WAY, PITTSBURGH PA 15210",1/1/14 2:49,0,231EN27,3207,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.4166989,-79.99829148,2014,106,19
175,F140000060,154,Dumpster or other outside trash receptacle fire,"7TH BLOCK ST & PENN AVE, PITTSBURGH PA 15222",1/1/14 3:24,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44323052,-80.00025935,2014,57,32
176,F140000074,131,Passenger vehicle fire,"3400 BLOCK W PROSPECT AVE, PITTSBURGH PA 15205",1/1/14 4:40,0,231EN30,2808,Fairywood,2,28,42003563000,5,28,6,16-Jan,40.44682072,-80.08042787,2014,106,3
177,F140000082,111,Building fire,"1100 BLOCK STANFORD RD, PITTSBURGH PA 15212",1/1/14 5:23,2,231EN35,2708,Brighton Heights,1,27,42003270800,1,27,1,14-Jan,40.48094373,-80.03126532,2014,188,21
178,F140000126,113,"Cooking fire, confined to container","300 BLOCK SPENCER AVE, PITTSBURGH PA 15210",1/1/14 11:57,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,15-Apr,40.39021412,-79.97620672,2014,238,38
179,F140000143,154,Dumpster or other outside trash receptacle fire,"800 BLOCK VINIAL ST, PITTSBURGH PA 15212",1/1/14 13:48,0,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,5-Jan,40.45708052,-79.99171468,2014,57,12
180,F140000169,111,Building fire,"1400 BLOCK GREYSTONE DR, PITTSBURGH PA 15206",1/1/14 16:44,1,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47744639,-79.91784553,2014,188,13
181,F140000276,111,Building fire,"3000 BLOCK MERWYN AVE, PITTSBURGH PA 15204",1/2/14 8:24,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45726758,-80.05185635,2014,188,29
182,F140000354,111,Building fire,"200 BLOCK DILWORTH ST, PITTSBURGH PA 15211",1/2/14 12:52,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.42560738,-80.01325648,2014,188,21
183,F150017967,113,"Cooking fire, confined to container","500 BLOCK KNOLL ST, PITTSBURGH PA 15212",3/5/15 23:55,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45743796,-80.00189362,2015,253,16
184,F170044470,151,"Outside rubbish, trash or waste fire","1200 BLOCK EARLHAM ST, PITTSBURGH PA 15205",6/3/17 15:44,0,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,18-Jan,40.44111441,-80.05503783,2017,80,5
185,F140000585,113,"Cooking fire, confined to container","300 BLOCK N LANG AVE, PITTSBURGH PA 15208",1/3/14 8:59,1,231EN17,1405,Point Breeze,8,14,42003140600,3,14,4,14-Mar,40.44857339,-79.90528723,2014,238,8
187,F140001171,113,"Cooking fire, confined to container","100 BLOCK BOGGS AVE , PITTSBURGH PA 15219",1/5/14 10:46,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.42718855,-80.00561405,2014,238,21
188,F140001205,113,"Cooking fire, confined to container","00 BLOCK S 26TH ST, PITTSBURGH PA 15203",1/5/14 12:24,1,231EN04,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42905625,-79.96770064,2014,238,23
189,F140001265,111,Building fire,"2800 BLOCK KENILWORTH AVE, PITTSBURGH PA 15226",1/5/14 16:11,1,231EN26,1919,Brookline,4,19,42003191900,4,19,6,26-Apr,40.39619459,-80.02656707,2014,188,23
190,F140001275,113,"Cooking fire, confined to container","5000 BLOCK ROSECREST DR, PITTSBURGH PA 15201",1/5/14 16:47,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47896501,-79.93509001,2014,238,7
192,F140001787,113,"Cooking fire, confined to container","2500 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15212",1/7/14 7:42,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.469714,-80.00794082,2014,238,23
193,F140001949,114,"Chimney or flue fire, confined to chimney or flue","400 BLOCK VANDALIA ST, PITTSBURGH PA 15210",1/7/14 15:23,1,231EN27,1809,Beltzhoover,4,18,42003562400,4,18,3,21-Apr,40.4135176,-80.00027016,2014,8,19
194,F150018373,111,Building fire,"7000 BLOCK WILLARD ST, PITTSBURGH PA 15208",3/7/15 10:44,1,231EN16,1406,Point Breeze,9,14,42003140600,3,14,4,14-Mar,40.44603242,-79.90874342,2015,230,11
195,F140001951,130,"Mobile property (vehicle) fire, Other","BAUSMAN ST & E SAW MILL RUN, PITTSBURGH PA 15210",1/7/14 15:25,0,231EN26,1809,Bon Air,4,18,42003562400,4,18,3,18-Apr,40.41111529,-80.00602827,2014,22,2
196,F170044496,142,Brush or brush-and-grass mixture fire,"1800 BLOCK FORBES AVE, PITTSBURGH PA 15219",6/3/17 17:15,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,1-Feb,40.43734495,-79.9813222,2017,39,15
197,F140002401,111,Building fire,"2800 BLOCK SANBORN ST, PITTSBURGH PA 15204",1/8/14 12:12,1,231EN31,2814,Crafton Heights,2,28,42003281400,5,28,6,16-Jan,40.44974206,-80.05535747,2014,188,15
198,F140002816,113,"Cooking fire, confined to container","2200 BLOCK MCMONAGLE AVE, PITTSBURGH PA 15220",1/9/14 0:40,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.39984709,-80.04470618,2014,238,7
199,F150018536,113,"Cooking fire, confined to container","100 BLOCK S 18TH ST, PITTSBURGH PA 15203",3/8/15 0:55,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42813128,-79.98083281,2015,253,21
200,F150018733,131,Passenger vehicle fire,"3700 BLOCK CALIFORNIA AVE, PITTSBURGH PA 15212",3/9/15 1:36,0,231EN35,2701,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,40.4818995,-80.04168657,2015,98,17
201,F150018875,113,"Cooking fire, confined to container","900 BLOCK ROSELLE CT, PITTSBURGH PA 15207",3/9/15 14:23,1,231EN13,1504,Glen Hazel,5,15,42003562300,3,15,4,13-Feb,40.40687377,-79.93258364,2015,253,3
202,F150018924,113,"Cooking fire, confined to container","1300 BLOCK EVERS DR, PITTSBURGH PA 15206",3/9/15 18:39,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,18-Mar,40.47181795,-79.89855708,2015,253,31
203,F180030155,136,Self-propelled motor home or recreational vehicle,"1200 BLOCK E CARSON ST, PITTSBURGH PA 15203",4/11/18 15:24,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42869554,-79.98638716,2018,1,24
204,F130056955,113,"Cooking fire, confined to container","200 BLOCK THE BOULEVARD ST, PITTSBURGH PA 15210",8/8/13 9:05,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.40109131,-79.98573297,2013,240,34
205,F140003425,111,Building fire,"4800 BLOCK BROAD ST, PITTSBURGH PA 15206",1/10/14 11:56,1,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46690458,-79.9460925,2014,188,14
206,F140015339,131,Passenger vehicle fire,"LAFAYETTE AVE & FEDERAL STR, PITTSBURGH PA 15212",2/26/14 12:17,0,231EN38,2614,Fineview,6,25,42003250900,1,25,1,10-Jan,40.46509937,-80.01004354,2014,106,7
208,F150019275,131,Passenger vehicle fire,"1100 BLOCK LANGTRY ST, PITTSBURGH PA 15212",3/11/15 0:33,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47742159,-80.02818677,2015,98,19
209,F150019794,111,Building fire,"300 BLOCK CAMFIELD ST, PITTSBURGH PA 15210",3/12/15 20:58,1,231EN23,1806,Bon Air,4,18,42003562400,4,18,3,7-Apr,40.40772697,-79.99831511,2015,230,3
210,F150019805,150,"Outside rubbish fire, Other","1500 BLOCK ECKERT ST, PITTSBURGH PA 15212",3/12/15 21:35,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47143042,-80.03374978,2015,48,19
211,F150019990,140,"Natural vegetation fire, Other","400 BLOCK GLENWOOD BRG, PITTSBURGH PA 15213",3/13/15 15:00,0,231EN20,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40273605,-79.93775715,2015,31,32
213,F150020202,114,"Chimney or flue fire, confined to chimney or flue","5100 BLOCK BLAIR ST, PITTSBURGH PA 15207",3/14/15 11:52,1,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.4065005,-79.94650857,2015,6,32
214,F130057054,111,Building fire,"500 BLOCK PROTECTORY PL, PITTSBURGH PA 15219",8/8/13 14:55,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44151954,-79.98498551,2013,167,24
252,F140008022,111,Building fire,"2000 BLOCK DARTMORE ST, PITTSBURGH PA 15210",1/28/14 10:45,2,231EN23,3204,Overbrook,4,32,42003320400,4,32,3,23-Apr,40.39291145,-79.99649782,2014,188,3
215,F150020218,113,"Cooking fire, confined to container","5100 BLOCK ROSECREST PL, PITTSBURGH PA 15201",3/14/15 13:06,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47619902,-79.93521184,2015,253,4
216,F150020325,113,"Cooking fire, confined to container","5600 BLOCK FORWARD AVE, PITTSBURGH PA 15217",3/14/15 20:13,1,231EN18,1414,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,40.4277518,-79.92709834,2015,253,26
219,F140004033,111,Building fire,"2000 BLOCK LETSCHE ST, PITTSBURGH PA 15214",1/12/14 15:38,1,231EN38,2509,Fineview,6,25,42003250900,1,25,1,10-Jan,40.46347305,-80.00845232,2014,188,7
220,F140004181,131,Passenger vehicle fire,"00 BLOCK ALLEGHENY AVE, PITTSBURGH PA 15233",1/13/14 8:00,0,231EN37,2108,Allegheny West,1,22,42003562700,1,22,1,8-Jan,40.45062996,-80.01853444,2014,106,4
221,F140004312,151,"Outside rubbish, trash or waste fire","SHETLAND ST & WINFIELD ST, PITTSBURGH PA 15206",1/13/14 17:12,0,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46400992,-79.90978829,2014,63,16
222,F140004590,131,Passenger vehicle fire,"HAMILTON AVE & LASCHALL ST, PITTSBURGH PA 15208",1/14/14 17:52,0,231EN17,1207,Homewood West,9,12,42003120700,2,12,5,17-Mar,40.45671254,-79.90668431,2014,106,14
223,F150020760,111,Building fire,"MAIN ST & PENN AVE, PITTSBURGH PA 15224",3/16/15 15:50,1,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46563813,-79.95517037,2015,230,21
224,F150020815,113,"Cooking fire, confined to container","200 BLOCK DAVENPORT ST, PITTSBURGH PA 15219",3/16/15 19:56,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44597496,-79.98098819,2015,253,12
225,F140004610,113,"Cooking fire, confined to container","3200 BLOCK KENNETT SQ, PITTSBURGH PA 15213",1/14/14 19:05,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43429968,-79.96117302,2014,238,13
226,F130026577,111,Building fire,"100 BLOCK MARLOW ST, PITTSBURGH PA 15220",4/19/13 1:58,1,231EN30,2020,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44308967,-80.03966677,2013,167,6
227,F140004619,113,"Cooking fire, confined to container","6600 BLOCK DALZELL PL, PITTSBURGH PA 15217",1/14/14 19:31,1,231EN18,1403,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.44156276,-79.91451426,2014,238,20
228,F140004651,111,Building fire,"5000 BLOCK 2ND AVE, PITTSBURGH PA 15207",1/14/14 22:13,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40823336,-79.94389782,2014,188,36
229,F140004672,113,"Cooking fire, confined to container","400 BLOCK S 27TH ST, PITTSBURGH PA 15203",1/15/14 3:19,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42859109,-79.96544643,2014,238,23
230,F140004871,113,"Cooking fire, confined to container","100 BLOCK HORNADAY RD, PITTSBURGH PA 15210",1/15/14 18:39,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.3945116,-79.98573918,2014,238,38
232,F140004911,113,"Cooking fire, confined to container","300 BLOCK N BEATTY ST, PITTSBURGH PA 15206",1/15/14 22:44,1,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.4642573,-79.92542227,2014,238,26
233,F140004949,131,Passenger vehicle fire,"PENN AVE & PENN CIR W, PITTSBURGH PA 15206",1/16/14 5:46,0,231EN08,1115,Point Breeze,8,14,42003140400,3,14,4,14-Mar,40.45403729,-79.91242362,2014,106,8
234,F140005136,113,"Cooking fire, confined to container","2000 BLOCK E CARSON ST, PITTSBURGH PA 15203",1/16/14 19:25,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42831022,-79.97750748,2014,238,23
235,F140005525,131,Passenger vehicle fire,"700 BLOCK I376 MILEMARKER EB, PITTSBURGH PA 15217",1/18/14 13:14,0,231EN19,1414,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,40.42721443,-79.9210675,2014,106,33
236,F140005536,154,Dumpster or other outside trash receptacle fire,"RIDGE AVE & BRIGHTON RD, PITTSBURGH PA 15233",1/18/14 13:56,0,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45059552,-80.01341524,2014,57,4
237,F140005565,150,"Outside rubbish fire, Other","S CANAL ST & WARFIELD ST, PITTSBURGH PA 15212",1/18/14 16:52,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,20-Jan,40.45243745,-79.99521253,2014,63,10
238,F140005783,142,Brush or brush-and-grass mixture fire,"S BRADDOCK AVE & BRASHEAR ST, PITTSBURGH PA 15221",1/19/14 17:21,0,231EN17,1406,Point Breeze,9,14,42003140600,3,14,4,14-Mar,40.44534698,-79.89587763,2014,56,8
239,F140005821,131,Passenger vehicle fire,"3000 BLOCK NAOMI DR, PITTSBURGH PA 15207",1/19/14 22:11,0,231EN13,1504,Glen Hazel,5,15,42003562300,3,15,4,13-Feb,40.40965987,-79.92821238,2014,106,7
240,F140006084,154,Dumpster or other outside trash receptacle fire,"HABERMAN AVE & E WARRINGTON, PITTSBURGH PA 15216",1/21/14 1:05,0,231EN27,1915,Beltzhoover,3,18,42003562400,4,18,3,16-Apr,40.42102914,-80.00248666,2014,57,19
241,F140006109,150,"Outside rubbish fire, Other","GREELEY ST & MISSION STREET, PITTSBURGH PA 15203",1/21/14 6:35,0,231EN24,1608,South Side Slopes,3,16,42003160800,4,16,3,24-Apr,40.42325004,-79.97443898,2014,63,14
